action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,18188403,[],CHEMBL4041124,Inhibition of recombinant Plasmodium falciparum falcipain-2 expressed in Escherichia coli M15(pREP4) using Cbz-Phe-Arg-AMC as substrate by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,CC(C)C[C@H](NC(=O)[C@H]1O[C@@H]1C(=O)O)C(=O)NCCCCN=C(N)N,,,CHEMBL4038340,J Med Chem,2017,"{'bei': '18.47', 'le': '0.36', 'lle': '8.06', 'sei': '3.83'}",CHEMBL374508,E-64,CHEMBL374508,6.6,0,http://www.openphacts.org/units/Nanomolar,3017293,=,1,1,=,,IC50,nM,,250,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,0.25
,,18518237,[],CHEMBL4193431,Inhibition of recombinant Plasmodium falciparum falcipain-2 expressed in Escherichia coli using peptide substrate by fluorescence analysis,B,,,BAO_0000190,BAO_0000019,assay format,Cc1cc(N/N=C/c2ccc(O[C@H]3O[C@@H]4O[C@@]5(C)CC[C@H]6[C@H](C)CC[C@@H]([C@H]3C)[C@@]46OO5)cc2)c2cc(Cl)ccc2n1,,,CHEMBL4190314,Eur J Med Chem,2017,"{'bei': '11.80', 'le': '0.23', 'lle': '-0.41', 'sei': '8.18'}",CHEMBL2235031,,CHEMBL2235031,6.82,1,http://www.openphacts.org/units/Nanomolar,3074747,=,1,1,=,,IC50,nM,,150,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,0.15
,,18584780,[],CHEMBL4223220,Inhibition of Plasmodium falciparum falcipain-2,B,,,BAO_0000190,BAO_0000357,single protein format,CN1CCCC(c2cccc(C(=O)N[C@@H](Cc3cccnc3)C(=O)NC3(C#N)CC3)c2)C1,,,CHEMBL4219198,Bioorg Med Chem Lett,2018,"{'bei': '18.69', 'le': '0.34', 'lle': '5.67', 'sei': '8.22'}",CHEMBL4227848,,CHEMBL4227848,8.07,0,http://www.openphacts.org/units/Nanomolar,3086180,=,1,1,=,,IC50,nM,,8.6,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,nM,UO_0000065,,8.6
,,18584781,[],CHEMBL4223220,Inhibition of Plasmodium falciparum falcipain-2,B,,,BAO_0000190,BAO_0000357,single protein format,CN1CCN(Cc2ccc(-c3cncc(C(=O)N[C@@H](Cc4cccnc4)C(=O)NC4(C#N)CC4)c3)cc2)CC1,,,CHEMBL4219198,Bioorg Med Chem Lett,2018,"{'bei': '16.46', 'le': '0.30', 'lle': '6.22', 'sei': '7.54'}",CHEMBL4227031,,CHEMBL4227031,8.62,0,http://www.openphacts.org/units/Nanomolar,3086179,=,1,1,=,,IC50,nM,,2.4,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,nM,UO_0000065,,2.4
,,18584782,[],CHEMBL4223220,Inhibition of Plasmodium falciparum falcipain-2,B,,,BAO_0000190,BAO_0000357,single protein format,N#CC1(NC(=O)[C@H](Cc2cccnc2)NC(=O)c2cccc(-n3cnnn3)c2)CC1,,,CHEMBL4219198,Bioorg Med Chem Lett,2018,"{'bei': '21.18', 'le': '0.39', 'lle': '7.95', 'sei': '6.15'}",CHEMBL4227486,,CHEMBL4227486,8.52,0,http://www.openphacts.org/units/Nanomolar,3086178,=,1,1,=,,IC50,nM,,3,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,nM,UO_0000065,,3
,,18584783,[],CHEMBL4223220,Inhibition of Plasmodium falciparum falcipain-2,B,,,BAO_0000190,BAO_0000357,single protein format,N#CC1(NC(=O)[C@H](Cc2cccnc2)NC(=O)c2cccc(-c3cn[nH]c3)c2)CC1,,,CHEMBL4219198,Bioorg Med Chem Lett,2018,"{'bei': '22.28', 'le': '0.41', 'lle': '6.93', 'sei': '7.22'}",CHEMBL4226307,,CHEMBL4226307,8.92,0,http://www.openphacts.org/units/Nanomolar,3086177,=,1,1,=,,IC50,nM,,1.2,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,nM,UO_0000065,,1.2
,,18584784,[],CHEMBL4223220,Inhibition of Plasmodium falciparum falcipain-2,B,,,BAO_0000190,BAO_0000357,single protein format,N#CC1(NC(=O)[C@H](Cc2cccnc2)NC(=O)c2cccc(-c3ncc[nH]3)c2)CC1,,,CHEMBL4219198,Bioorg Med Chem Lett,2018,"{'bei': '21.40', 'le': '0.39', 'lle': '6.58', 'sei': '6.93'}",CHEMBL4227166,,CHEMBL4227166,8.57,0,http://www.openphacts.org/units/Nanomolar,3086176,=,1,1,=,,IC50,nM,,2.7,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,nM,UO_0000065,,2.7
,,18584785,[],CHEMBL4223220,Inhibition of Plasmodium falciparum falcipain-2,B,,,BAO_0000190,BAO_0000357,single protein format,CS(=O)(=O)c1cccc(-c2cccc(C(=O)N[C@@H](Cc3cccnc3)C(=O)NC3(C#N)CC3)c2)c1,,,CHEMBL4219198,Bioorg Med Chem Lett,2018,"{'bei': '16.55', 'le': '0.32', 'lle': '5.42', 'sei': '6.27'}",CHEMBL4226577,,CHEMBL4226577,8.09,0,http://www.openphacts.org/units/Nanomolar,3086175,=,1,1,=,,IC50,nM,,8.2,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,nM,UO_0000065,,8.2
,,18584786,[],CHEMBL4223220,Inhibition of Plasmodium falciparum falcipain-2,B,,,BAO_0000190,BAO_0000357,single protein format,Cn1nc(C(F)(F)F)cc1-c1ccc(C(=O)N[C@@H](Cc2cccnc2)C(=O)NC2(C#N)CCS(=O)(=O)CC2)s1,,,CHEMBL4219198,Bioorg Med Chem Lett,2018,"{'bei': '14.12', 'le': '0.29', 'lle': '5.71', 'sei': '5.58'}",CHEMBL4227427,,CHEMBL4227427,8.2,0,http://www.openphacts.org/units/Nanomolar,3086174,=,1,1,=,,IC50,nM,,6.3,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,nM,UO_0000065,,6.3
,,18584787,[],CHEMBL4223220,Inhibition of Plasmodium falciparum falcipain-2,B,,,BAO_0000190,BAO_0000357,single protein format,Cn1nc(C(F)(F)F)cc1-c1ccc(C(=O)N[C@@H](Cc2cccnc2)C(=O)NC2(C#N)CC2)s1,,,CHEMBL4219198,Bioorg Med Chem Lett,2018,"{'bei': '17.72', 'le': '0.35', 'lle': '5.58', 'sei': '7.68'}",CHEMBL4224764,,CHEMBL4224764,8.66,0,http://www.openphacts.org/units/Nanomolar,3086173,=,1,1,=,,IC50,nM,,2.2,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,nM,UO_0000065,,2.2
,,18584788,[],CHEMBL4223220,Inhibition of Plasmodium falciparum falcipain-2,B,,,BAO_0000190,BAO_0000357,single protein format,CN1CCN(Cc2ccc(C(=O)N[C@@H](Cc3cccnc3)C(=O)NC3(C#N)CCS(=O)(=O)CC3)s2)CC1,,,CHEMBL4219198,Bioorg Med Chem Lett,2018,"{'bei': '13.32', 'le': '0.27', 'lle': '6.44', 'sei': '5.36'}",CHEMBL4227696,,CHEMBL4227696,7.26,0,http://www.openphacts.org/units/Nanomolar,3086172,=,1,1,=,,IC50,nM,,55.4,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,nM,UO_0000065,,55.4
,,18584789,[],CHEMBL4223220,Inhibition of Plasmodium falciparum falcipain-2,B,,,BAO_0000190,BAO_0000357,single protein format,CN1CCN(Cc2ccc(C(=O)N[C@@H](Cc3cccnc3)C(=O)NC3(C#N)CC3)s2)CC1,,,CHEMBL4219198,Bioorg Med Chem Lett,2018,"{'bei': '16.76', 'le': '0.32', 'lle': '6.19', 'sei': '7.48'}",CHEMBL4225350,,CHEMBL4225350,7.59,0,http://www.openphacts.org/units/Nanomolar,3086171,=,1,1,=,,IC50,nM,,25.9,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,nM,UO_0000065,,25.9
,,18584790,[],CHEMBL4223220,Inhibition of Plasmodium falciparum falcipain-2,B,,,BAO_0000190,BAO_0000357,single protein format,N#CC1(NC(=O)[C@H](Cc2c[nH]c3ccc(O)cc23)NC(=O)c2ccc(-c3ccccc3)cc2)CC1,,,CHEMBL4219198,Bioorg Med Chem Lett,2018,"{'bei': '14.46', 'le': '0.26', 'lle': '2.67', 'sei': '5.69'}",CHEMBL4227965,,CHEMBL4227965,6.72,0,http://www.openphacts.org/units/Nanomolar,3086170,=,1,1,=,,IC50,nM,,192,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,nM,UO_0000065,,192
,,18584791,[],CHEMBL4223220,Inhibition of Plasmodium falciparum falcipain-2,B,,,BAO_0000190,BAO_0000357,single protein format,N#CC1(NC(=O)[C@H](Cc2nc3ccccc3s2)NC(=O)c2ccc(-c3ccccc3)cc2)CC1,,,CHEMBL4219198,Bioorg Med Chem Lett,2018,,CHEMBL4228920,,CHEMBL4228920,,0,http://www.openphacts.org/units/Nanomolar,3086169,>,1,1,>,,IC50,nM,,5000,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,nM,UO_0000065,,5000
,,18584792,[],CHEMBL4223220,Inhibition of Plasmodium falciparum falcipain-2,B,,,BAO_0000190,BAO_0000357,single protein format,N#CC1(NC(=O)[C@@H](Cc2cccnc2)NC(=O)c2ccc(-c3ccccc3)cc2)CC1,,,CHEMBL4219198,Bioorg Med Chem Lett,2018,,CHEMBL4228081,,CHEMBL4228081,,0,http://www.openphacts.org/units/Nanomolar,3086168,>,1,1,>,,IC50,nM,,5000,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,nM,UO_0000065,,5000
,,18584793,[],CHEMBL4223220,Inhibition of Plasmodium falciparum falcipain-2,B,,,BAO_0000190,BAO_0000357,single protein format,N#CC1(NC(=O)C(Cc2ccc(Cl)nc2)NC(=O)c2ccc(-c3ccccc3)cc2)CC1,,,CHEMBL4219198,Bioorg Med Chem Lett,2018,"{'bei': '14.92', 'le': '0.28', 'lle': '2.72', 'sei': '7.00'}",CHEMBL4229174,,CHEMBL4229174,6.64,0,http://www.openphacts.org/units/Nanomolar,3086167,=,1,1,=,,IC50,nM,,230,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,nM,UO_0000065,,230
,,18584794,[],CHEMBL4223220,Inhibition of Plasmodium falciparum falcipain-2,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(CC(NC(=O)c2ccc(-c3ccccc3)cc2)C(=O)NC2(C#N)CC2)cn1,,,CHEMBL4219198,Bioorg Med Chem Lett,2018,"{'bei': '15.32', 'le': '0.28', 'lle': '3.48', 'sei': '6.48'}",CHEMBL4228343,,CHEMBL4228343,6.75,0,http://www.openphacts.org/units/Nanomolar,3086166,=,1,1,=,,IC50,nM,,178,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,nM,UO_0000065,,178
,,18584795,[],CHEMBL4223220,Inhibition of Plasmodium falciparum falcipain-2,B,,,BAO_0000190,BAO_0000357,single protein format,N#CC1(NC(=O)[C@H](Cc2cscn2)NC(=O)c2ccc(-c3ccccc3)cc2)CC1,,,CHEMBL4219198,Bioorg Med Chem Lett,2018,"{'bei': '16.48', 'le': '0.31', 'lle': '3.54', 'sei': '7.23'}",CHEMBL4224829,,CHEMBL4224829,6.86,0,http://www.openphacts.org/units/Nanomolar,3086165,=,1,1,=,,IC50,nM,,137,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,nM,UO_0000065,,137
,,18584796,[],CHEMBL4223220,Inhibition of Plasmodium falciparum falcipain-2,B,,,BAO_0000190,BAO_0000357,single protein format,N#CC1(NC(=O)[C@H](Cc2ccncc2)NC(=O)c2ccc(-c3ccccc3)cc2)CC1,,,CHEMBL4219198,Bioorg Med Chem Lett,2018,,CHEMBL4228604,,CHEMBL4228604,,0,http://www.openphacts.org/units/Nanomolar,3086164,>,1,1,>,,IC50,nM,,5000,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,nM,UO_0000065,,5000
,,18584797,[],CHEMBL4223220,Inhibition of Plasmodium falciparum falcipain-2,B,,,BAO_0000190,BAO_0000357,single protein format,N#CC1(NC(=O)[C@H](Cc2ccccn2)NC(=O)c2ccc(-c3ccccc3)cc2)CC1,,,CHEMBL4219198,Bioorg Med Chem Lett,2018,,CHEMBL4225099,,CHEMBL4225099,,0,http://www.openphacts.org/units/Nanomolar,3086163,>,1,1,>,,IC50,nM,,5000,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,nM,UO_0000065,,5000
,,18584798,[],CHEMBL4223220,Inhibition of Plasmodium falciparum falcipain-2,B,,,BAO_0000190,BAO_0000357,single protein format,N#CC1(NC(=O)[C@H](Cc2cccnc2)NC(=O)c2ccc(-c3ccccc3)cc2)CC1,,,CHEMBL4219198,Bioorg Med Chem Lett,2018,"{'bei': '18.60', 'le': '0.34', 'lle': '4.38', 'sei': '8.05'}",CHEMBL4228861,,CHEMBL4228861,7.64,0,http://www.openphacts.org/units/Nanomolar,3086162,=,1,1,=,,IC50,nM,,23.1,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,nM,UO_0000065,,23.1
,,18584799,[],CHEMBL4223220,Inhibition of Plasmodium falciparum falcipain-2,B,,,BAO_0000190,BAO_0000357,single protein format,N#CC1(NC(=O)[C@H](Cc2ccc(O[C@@H]3CCNC3)cc2)NC(=O)c2ccc(-c3ccccc3)cc2)CC1,,,CHEMBL4219198,Bioorg Med Chem Lett,2018,"{'bei': '11.73', 'le': '0.21', 'lle': '2.19', 'sei': '5.62'}",CHEMBL4225367,,CHEMBL4225367,5.8,0,http://www.openphacts.org/units/Nanomolar,3086161,=,1,1,=,,IC50,nM,,1585,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,nM,UO_0000065,,1585
,,18584800,[],CHEMBL4223220,Inhibition of Plasmodium falciparum falcipain-2,B,,,BAO_0000190,BAO_0000357,single protein format,CN(C)c1ccc(C[C@H](NC(=O)c2ccc(-c3ccccc3)cc2)C(=O)NC2(C#N)CC2)cc1,,,CHEMBL4219198,Bioorg Med Chem Lett,2018,,CHEMBL4228800,,CHEMBL4228800,,0,http://www.openphacts.org/units/Nanomolar,3086160,>,1,1,>,,IC50,nM,,5000,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,nM,UO_0000065,,5000
,,18584801,[],CHEMBL4223220,Inhibition of Plasmodium falciparum falcipain-2,B,,,BAO_0000190,BAO_0000357,single protein format,N#CC1(NC(=O)[C@H](Cc2ccccc2)NC(=O)c2ccc(-c3ccccc3)cc2)CC1,,,CHEMBL4219198,Bioorg Med Chem Lett,2018,"{'bei': '15.08', 'le': '0.27', 'lle': '2.31', 'sei': '7.53'}",CHEMBL4226767,,CHEMBL4226767,6.18,0,http://www.openphacts.org/units/Nanomolar,3086159,=,1,1,=,,IC50,nM,,667,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,nM,UO_0000065,,667
,,18584802,[],CHEMBL4223220,Inhibition of Plasmodium falciparum falcipain-2,B,,,BAO_0000190,BAO_0000357,single protein format,CN1CCN(C(=O)C[C@H](NC(=O)c2ccc(-c3ccccc3)cc2)C(=O)NC2(C#N)CC2)CC1,,,CHEMBL4219198,Bioorg Med Chem Lett,2018,,CHEMBL4227619,,CHEMBL4227619,,0,http://www.openphacts.org/units/Nanomolar,3086158,>,1,1,>,,IC50,nM,,5000,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,nM,UO_0000065,,5000
,,18584803,[],CHEMBL4223220,Inhibition of Plasmodium falciparum falcipain-2,B,,,BAO_0000190,BAO_0000357,single protein format,N#CC1(NC(=O)[C@H](CCCCCN)NC(=O)c2ccc(-c3ccccc3)cc2)CC1,,,CHEMBL4219198,Bioorg Med Chem Lett,2018,,CHEMBL4227566,,CHEMBL4227566,,0,http://www.openphacts.org/units/Nanomolar,3086157,>,1,1,>,,IC50,nM,,5000,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,nM,UO_0000065,,5000
,,18584804,[],CHEMBL4223220,Inhibition of Plasmodium falciparum falcipain-2,B,,,BAO_0000190,BAO_0000357,single protein format,N#CC1(NC(=O)[C@H](CCCCN)NC(=O)c2ccc(-c3ccccc3)cc2)CC1,,,CHEMBL4219198,Bioorg Med Chem Lett,2018,,CHEMBL4228399,,CHEMBL4228399,,0,http://www.openphacts.org/units/Nanomolar,3086156,>,1,1,>,,IC50,nM,,5000,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,nM,UO_0000065,,5000
,,18584805,[],CHEMBL4223220,Inhibition of Plasmodium falciparum falcipain-2,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)C[C@H](NC(=O)c1ccc(-c2ccccc2)cc1)C(=O)NC1(C#N)CC1,,,CHEMBL4219198,Bioorg Med Chem Lett,2018,"{'bei': '20.16', 'le': '0.37', 'lle': '3.90', 'sei': '9.23'}",CHEMBL4227295,,CHEMBL4227295,7.57,0,http://www.openphacts.org/units/Nanomolar,3086155,=,1,1,=,,IC50,nM,,27,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,nM,UO_0000065,,27
,,18584806,[],CHEMBL4223220,Inhibition of Plasmodium falciparum falcipain-2,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)C[C@H](NC(=O)c1ccc(CN2CCN(C)CC2)cc1)C(=O)NC1(C#N)CCS(=O)(=O)CC1,,,CHEMBL4219198,Bioorg Med Chem Lett,2018,"{'bei': '14.38', 'le': '0.28', 'lle': '6.07', 'sei': '5.91'}",CHEMBL4228143,,CHEMBL4228143,7.24,0,http://www.openphacts.org/units/Nanomolar,3086154,=,1,1,=,,IC50,nM,,57,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,nM,UO_0000065,,57
,,18584807,[],CHEMBL4223220,Inhibition of Plasmodium falciparum falcipain-2,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)CN(NC(=O)c1ccc(CN2CCN(C)CC2)cc1)c1nc(C#N)ncc1Br,,,CHEMBL4219198,Bioorg Med Chem Lett,2018,"{'bei': '18.96', 'le': '0.41', 'lle': '6.55', 'sei': '10.43'}",CHEMBL1215628,,CHEMBL1215628,9.22,0,http://www.openphacts.org/units/Nanomolar,3086153,=,1,1,=,,IC50,nM,,0.6,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,nM,UO_0000065,,0.6
,,18584808,[],CHEMBL4223220,Inhibition of Plasmodium falciparum falcipain-2,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)C[C@H](NC(=O)c1ccc(-c2ccccc2)cc1)C(=O)NC1(C#N)CCS(=O)(=O)CC1,,,CHEMBL4219198,Bioorg Med Chem Lett,2018,"{'bei': '17.32', 'le': '0.34', 'lle': '5.01', 'sei': '6.97'}",CHEMBL4228926,,CHEMBL4228926,8.1,0,http://www.openphacts.org/units/Nanomolar,3086152,=,1,1,=,,IC50,nM,,8,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,nM,UO_0000065,,8
,,19042213,[],CHEMBL4352728,Inhibition of Plasmodium falciparum N-terminal His6-tagged falcipain-2 (35 residues) expressed in Escherichia coli M15 pREP4 using Z-Lue-Arg-AMC as substrate measured after 30 mins by spectrofluorometric method,B,,,BAO_0000190,BAO_0000019,assay format,COC1=CC(=O)N(C(=O)/C=C/[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC2CCCCC2)NC(=O)[C@H](C(C)C)N(C)C)C2CCCCC2)[C@H]1Cc1c[nH]c2ccccc12.O=C(O)C(F)(F)F,,,CHEMBL4350969,J Med Chem,2019,"{'bei': '8.45', 'le': '0.16', 'lle': '0.60', 'sei': '4.43'}",CHEMBL4516951,,CHEMBL4597308,6.77,0,http://www.openphacts.org/units/Nanomolar,3176684,=,1,1,=,,IC50,nM,,169,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,nM,UO_0000065,,169
,,19042214,[],CHEMBL4352728,Inhibition of Plasmodium falciparum N-terminal His6-tagged falcipain-2 (35 residues) expressed in Escherichia coli M15 pREP4 using Z-Lue-Arg-AMC as substrate measured after 30 mins by spectrofluorometric method,B,,,BAO_0000190,BAO_0000019,assay format,COC1=CC(=O)N(C(=O)/C=C/[C@H](CC2CCCCC2)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C(C)C)N(C)C)[C@H]1Cc1c[nH]c2ccccc12.O=C(O)C(F)(F)F,,,CHEMBL4350969,J Med Chem,2019,"{'bei': '8.48', 'le': '0.16', 'lle': '0.93', 'sei': '4.29'}",CHEMBL4456644,,CHEMBL4597769,6.57,0,http://www.openphacts.org/units/Nanomolar,3176685,=,1,1,=,,IC50,nM,,270,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,nM,UO_0000065,,270
,,19042215,[],CHEMBL4352728,Inhibition of Plasmodium falciparum N-terminal His6-tagged falcipain-2 (35 residues) expressed in Escherichia coli M15 pREP4 using Z-Lue-Arg-AMC as substrate measured after 30 mins by spectrofluorometric method,B,,,BAO_0000190,BAO_0000019,assay format,COC1=CC(=O)N(C(=O)/C=C/[C@H](CCc2ccccc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C(C)C)N(C)C)[C@H]1Cc1c[nH]c2ccccc12.O=C(O)C(F)(F)F,,,CHEMBL4350969,J Med Chem,2019,"{'bei': '9.55', 'le': '0.18', 'lle': '2.18', 'sei': '4.89'}",CHEMBL4439637,,CHEMBL4596647,7.48,0,http://www.openphacts.org/units/Nanomolar,3176686,=,1,1,=,,IC50,nM,,33,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,nM,UO_0000065,,33
,Not Determined,19042216,[],CHEMBL4352728,Inhibition of Plasmodium falciparum N-terminal His6-tagged falcipain-2 (35 residues) expressed in Escherichia coli M15 pREP4 using Z-Lue-Arg-AMC as substrate measured after 30 mins by spectrofluorometric method,B,,,BAO_0000190,BAO_0000019,assay format,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,,,CHEMBL4350969,J Med Chem,2019,,CHEMBL76,CHLOROQUINE,CHEMBL76,,0,,3176687,,1,0,,,IC50,,,,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,,,,
,Not Determined,19042217,[],CHEMBL4352728,Inhibition of Plasmodium falciparum N-terminal His6-tagged falcipain-2 (35 residues) expressed in Escherichia coli M15 pREP4 using Z-Lue-Arg-AMC as substrate measured after 30 mins by spectrofluorometric method,B,,,BAO_0000190,BAO_0000019,assay format,C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@]32OO4,,,CHEMBL4350969,J Med Chem,2019,,CHEMBL269671,ARTEMISININ,CHEMBL269671,,0,,3176688,,1,0,,,IC50,,,,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,,,,
,,19042218,[],CHEMBL4352728,Inhibition of Plasmodium falciparum N-terminal His6-tagged falcipain-2 (35 residues) expressed in Escherichia coli M15 pREP4 using Z-Lue-Arg-AMC as substrate measured after 30 mins by spectrofluorometric method,B,,,BAO_0000190,BAO_0000019,assay format,CC(C)C[C@H](NC(=O)[C@@H]1O[C@H]1C(=O)O)C(=O)NCCCCN=C(N)N,,,CHEMBL4350969,J Med Chem,2019,"{'bei': '20.05', 'le': '0.39', 'lle': '8.63', 'sei': '4.16'}",CHEMBL1458713,,CHEMBL1458713,7.17,0,http://www.openphacts.org/units/Nanomolar,3176689,=,1,1,=,,IC50,nM,,68,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,nM,UO_0000065,,68
,,19042233,[],CHEMBL4352728,Inhibition of Plasmodium falciparum N-terminal His6-tagged falcipain-2 (35 residues) expressed in Escherichia coli M15 pREP4 using Z-Lue-Arg-AMC as substrate measured after 30 mins by spectrofluorometric method,B,,,BAO_0000190,BAO_0000019,assay format,COC1=CC(=O)N(C(=O)/C=C/[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC2CCCCC2)NC(=O)[C@H](C(C)C)N(C)C)[C@H]1Cc1c[nH]c2ccccc12.O=C(O)C(F)(F)F,,,CHEMBL4350969,J Med Chem,2019,"{'bei': '9.86', 'le': '0.19', 'lle': '2.62', 'sei': '4.73'}",CHEMBL4472824,,CHEMBL4596414,7.23,0,http://www.openphacts.org/units/Nanomolar,3176670,=,1,1,=,,IC50,nM,,59,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,nM,UO_0000065,,59
,,19042234,[],CHEMBL4352728,Inhibition of Plasmodium falciparum N-terminal His6-tagged falcipain-2 (35 residues) expressed in Escherichia coli M15 pREP4 using Z-Lue-Arg-AMC as substrate measured after 30 mins by spectrofluorometric method,B,,,BAO_0000190,BAO_0000019,assay format,COC1=CC(=O)N(C(=O)/C=C/[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC2CCCCC2)NC(=O)C2CCN(C)CC2)[C@H]1Cc1c[nH]c2ccccc12.O=C(O)C(F)(F)F,,,CHEMBL4350969,J Med Chem,2019,"{'bei': '10.27', 'le': '0.19', 'lle': '3.14', 'sei': '4.91'}",CHEMBL4467013,,CHEMBL4594870,7.51,0,http://www.openphacts.org/units/Nanomolar,3176671,=,1,1,=,,IC50,nM,,31,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,nM,UO_0000065,,31
,,19042235,[],CHEMBL4352728,Inhibition of Plasmodium falciparum N-terminal His6-tagged falcipain-2 (35 residues) expressed in Escherichia coli M15 pREP4 using Z-Lue-Arg-AMC as substrate measured after 30 mins by spectrofluorometric method,B,,,BAO_0000190,BAO_0000019,assay format,COC1=CC(=O)N(C(=O)/C=C/[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)C2CCN(C)CC2)[C@H]1Cc1c[nH]c2ccccc12.O=C(O)C(F)(F)F,,,CHEMBL4350969,J Med Chem,2019,"{'bei': '10.91', 'le': '0.21', 'lle': '4.10', 'sei': '4.93'}",CHEMBL4434685,,CHEMBL4594757,7.54,0,http://www.openphacts.org/units/Nanomolar,3176672,=,1,1,=,,IC50,nM,,29,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,nM,UO_0000065,,29
